lat,long,price,sqft_living,sqft_lot,sqft_above,sqft_basement,sqft_living15,sqft_lot15
47.5049,-122.239,419000,2190,9652,2190,0,1440,6710
47.709,-122.017,592350,1570,4665,1570,0,2165,6262
47.5366,-122.067,855000,3420,5669,2620,800,3310,6006
47.6893,-122.197,771000,2420,7200,2420,0,2650,7800
47.2377,-122.016,325000,1570,43350,1570,0,1570,220849
47.6341,-122.304,1.85E+06,3680,6060,2630,1050,3050,5850
47.5693,-122.391,545000,1910,6731,1210,700,1780,6350
47.5696,-122.386,615000,1780,5175,990,790,1780,5175
47.6981,-122.286,625500,2160,7439,1300,860,1680,7439
47.3182,-122.271,232000,1460,15000,1460,0,1510,15000
47.4499,-122.189,168000,1370,7439,1370,0,2350,3370
47.4499,-122.189,238000,1370,7439,1370,0,2350,3370
47.2625,-122.221,260000,1500,7401,1500,0,1720,7171
47.5294,-122.033,460000,1210,7500,1210,0,1250,6000
47.748,-122.288,900000,2850,11535,1680,1170,2670,9942
47.7562,-122.318,289950,1090,8280,1090,0,1060,7609
47.3482,-122.037,265000,1450,5858,1450,0,1520,6573
47.7415,-122.096,465000,1820,20349,1340,480,1270,12800
47.7126,-122.211,370000,1320,7201,1320,0,1380,7201
47.4864,-122.348,240000,1670,9880,1670,0,1670,9807
47.5072,-122.181,232000,1440,5911,1440,0,1500,11089
47.5256,-122.375,237502,980,7560,980,0,1300,7560
47.6427,-122.397,1.28E+06,4340,5500,2850,1490,1290,5500
47.588,-122.168,957000,2860,11545,1430,1430,2190,11396
47.3684,-122.08,218000,1140,4875,1140,0,980,5070
47.3632,-122.11,205000,1120,8366,1120,0,1260,9000
47.5481,-122.374,350000,1460,1592,1130,330,1560,1701
47.3527,-122.315,256000,2050,5787,2050,0,2030,6615
47.7289,-122.291,275000,1250,7654,1000,250,1310,7350
47.3893,-122.216,372000,2520,9604,2520,0,2540,9793
47.5314,-122.054,688888,2580,9825,1760,820,2140,10270
47.6337,-121.961,170000,1200,24792,1200,0,2150,24792
47.6071,-122.137,530000,2140,7910,1070,1070,1680,8700
47.5429,-121.995,905000,3440,7661,3440,0,3580,6478
47.5303,-122.28,365000,1800,5070,1080,720,1870,5365
47.4061,-122.188,312000,1790,10584,1290,500,1730,9120
47.5242,-122.371,400000,1250,7680,1250,0,1250,7680
47.7024,-122.346,278750,800,5765,800,0,1160,3844
47.5718,-122.127,510000,1410,11995,1410,0,2690,12650
47.6904,-122.395,527700,1330,806,1330,0,1320,1389
47.6419,-122.351,740000,2890,4000,2190,700,2280,4000
47.4836,-122.136,512000,2550,17209,2550,0,2840,12560
47.3747,-122.185,362000,2880,8216,2880,0,1960,7200
47.4842,-122.33,225000,660,6600,660,0,1320,6600
47.5672,-122.018,491500,1470,4322,1470,0,1610,4322
47.7453,-122.351,429950,1700,10230,1320,380,2000,8006
47.5765,-122.155,375000,1040,9800,1040,0,1280,8880
47.5331,-122.352,199400,880,4000,880,0,1430,4000
47.3831,-122.147,364900,2490,9346,2490,0,2650,9454
47.5255,-122.374,324950,1210,7560,1210,0,980,7560
47.5858,-122.308,467000,2080,4000,1040,1040,1940,6000
47.7134,-122.288,380000,1380,5400,1380,0,1190,6075
47.4437,-122.194,250000,1620,10850,1620,0,1910,10568
47.6663,-122.332,700000,1680,4021,1680,0,1710,4021
47.3174,-122.127,206990,1330,9620,1330,0,1300,10360
47.6662,-122.364,670000,1730,3400,970,760,1640,5000
47.6978,-122.164,315000,790,6969,790,0,1380,12196
47.265,-122.22,319950,2240,7500,2240,0,2190,7506
47.7741,-122.38,419000,1500,8272,1500,0,1630,8270
47.2623,-122.217,205000,1800,11419,1800,0,2220,11406
47.3495,-122.04,335000,1980,4745,1980,0,1980,4878
47.694,-122.348,397000,1340,5100,1340,0,1550,5100
47.6175,-122.301,370000,750,2020,750,0,1630,2383
47.5126,-122.149,330000,1790,9920,1170,620,1990,9648
47.5511,-122.114,1.79E+06,5490,14300,2910,2580,4290,13822
47.774,-122.283,399000,1940,16300,1140,800,1940,11250
47.2585,-122.061,400000,2670,189486,2670,0,2190,218610
47.3523,-122.059,249900,1220,6404,1220,0,1570,7000
47.6821,-122.392,717000,1310,3880,1090,220,1570,3880
47.4016,-122.166,319000,1930,8336,1930,0,2280,7959
47.6807,-122.291,635000,2100,3800,2100,0,1320,3800
47.7372,-122.294,355000,1180,7573,1180,0,1320,7573
47.5461,-122.122,1.60E+06,4320,32840,4320,0,4410,33210
47.6941,-122.173,585000,3140,12519,2320,820,2240,7308
47.5141,-122.316,320000,2320,7800,1160,1160,1380,7800
47.4744,-122.154,305495,2110,10200,2110,0,1800,10200
47.3965,-122.321,240000,1790,14690,1670,120,2440,10664
47.3904,-122.299,199950,1740,8750,1740,0,1740,8750
47.5837,-122.194,1.62E+06,3820,8114,3820,0,2440,9195
47.4536,-122.376,770000,2050,21744,1750,300,2300,12200
47.3258,-122.186,255000,1680,3179,1680,0,1678,3590
47.4501,-122.128,289000,1930,8925,1930,0,1930,8400
47.5161,-122.191,494500,3760,8804,2470,1290,1960,7225
47.6366,-122.099,746000,2370,9619,1650,720,1960,9712
47.4745,-122.141,385000,2120,13000,2120,0,2180,11440
47.6915,-122.099,688100,2370,10513,2370,0,2110,9540
47.6605,-122.335,870300,2350,3150,1690,660,1750,3150
47.7416,-122.327,310000,1180,8474,1180,0,1180,7200
47.7733,-122.351,500000,2270,5654,2270,0,1770,7840
47.3925,-122.161,255000,1830,7770,1400,430,1960,7272
47.6324,-122.289,1.48E+06,3910,7080,1970,1940,3480,7370
47.4388,-122.328,154500,890,9465,890,0,1590,9147
47.7241,-122.168,425000,1820,8058,1260,560,1850,7384
47.561,-122.019,700000,2440,7491,2440,0,2490,8580
47.6436,-122.352,410500,1110,3943,740,370,1590,4311
47.7244,-122.179,432000,1870,7080,1210,660,1620,8000
47.5745,-122.291,530000,1240,4080,1240,0,1420,4080
47.7294,-122.186,465000,1560,8640,1560,0,1970,8625
47.5752,-122.009,498688,1910,5600,1910,0,1800,4928
47.4527,-122.372,573500,2200,21450,1600,600,1880,11250
47.289,-122.344,349900,2530,13474,2530,0,2490,13140
47.4965,-122.176,220000,1130,12519,1130,0,1460,12507
47.52,-122.354,260000,820,6771,820,0,1000,4440
47.5554,-122.267,290000,960,4000,960,0,1210,4000
47.584,-122.294,615000,1980,3240,1780,200,2250,4000
47.7196,-122.223,730000,3370,5638,2250,1120,3080,7200
47.4548,-121.764,1.95E+06,7420,167869,7420,0,5610,169549
47.3879,-122.032,332500,1800,10500,1800,0,1870,8555
47.741,-122.208,650000,3990,10120,2820,1170,2750,9622
47.6838,-122.327,1.40E+06,4070,7800,3390,680,2020,6760
47.7649,-122.205,465000,1640,7194,1480,160,1440,9405
47.5775,-122.019,690000,3730,11820,2460,1270,3680,10667
47.4492,-122.157,289900,1220,7004,1220,0,1640,7210
47.6385,-122.281,1.62E+06,3490,4000,2570,920,1880,4000
47.432,-122.329,339950,1730,4286,1730,0,1780,4343
47.3183,-122.382,367999,3430,8000,3430,0,2090,8000
47.3828,-122.026,380000,2320,10079,2320,0,2010,7438
47.451,-122.365,440000,2030,17100,2030,0,1950,14400
47.6426,-122.158,975000,4850,36450,4850,0,3850,35325
47.741,-122.234,309500,1340,13560,1340,0,1540,15000
47.7359,-122.306,350000,1130,8201,1130,0,1180,8203
47.3487,-122.021,215000,1180,2521,1180,0,1310,3003
47.5253,-122.266,254000,910,6000,910,0,1460,5800
47.6851,-122.322,567000,1630,4275,1630,0,1800,4275
47.6412,-122.329,402000,710,1173,710,0,1370,1173
47.4742,-121.769,365000,1520,80150,1520,0,1740,84506
47.7538,-122.325,625000,2820,8408,2820,0,1300,8408
47.534,-122.373,432000,1970,5160,1970,0,1230,4920
47.4416,-122.149,335500,2240,19090,1700,540,2280,20000
47.5751,-122.407,672500,1860,5940,1020,840,2130,5940
47.5486,-122.278,336000,1780,4310,1780,0,1460,4310
47.2883,-122.218,294400,1788,10183,1788,0,1700,6600
47.6091,-122.147,541900,1880,3054,1880,0,1840,3815
47.6884,-122.128,505000,2300,11400,1520,780,2300,10140
47.3657,-122.173,255000,1610,6176,1610,0,1680,7414
47.7722,-122.204,435000,2270,11970,1470,800,2270,10640
47.6423,-122.361,636000,1230,3600,1230,0,1210,4500
47.3554,-121.986,655000,3420,33106,3420,0,3420,36590
47.4283,-122.323,280500,1670,6988,1370,300,1090,7753
47.6924,-122.372,520000,1120,6141,900,220,1500,7529
47.4042,-122.205,354000,2580,5476,2580,0,2900,5476
47.3379,-122.322,810000,3847,17654,2299,1548,2690,15344
47.2617,-122.19,400000,3630,42884,2300,1330,2830,80148
47.6319,-122.05,879900,3580,12000,1840,1740,2910,12428
47.56,-122.225,1.29E+06,4050,11358,2780,1270,3120,13555
47.3388,-122.033,902500,3240,23522,2130,1110,3180,23273
47.6187,-122.295,900000,1540,8400,1540,0,1330,4800
47.4793,-122.18,419500,2550,7200,2550,0,2560,5715
47.6495,-122.401,685000,2340,6000,1270,1070,1600,6000
47.4798,-122.136,429950,2320,4524,2320,0,2330,4524
47.559,-122.365,464950,1640,6000,1640,0,1640,4800
47.4463,-121.771,239900,910,9000,910,0,1410,9440
47.7324,-121.963,406250,2550,11524,2550,0,2370,14001
47.4831,-121.781,447000,2660,8027,2660,0,2480,8095
47.6595,-122.186,466800,1480,14250,1480,0,1660,14250
47.5846,-122.12,674000,2810,11560,1740,1070,1970,11560
47.6557,-122.348,525000,830,3200,830,0,1350,2512
47.3735,-122.018,674950,3510,92347,3510,0,2970,37070
47.4389,-122.116,374900,2480,4950,2480,0,2230,5298
47.6282,-122.322,1.44E+06,3720,5000,2720,1000,2610,5000
47.7179,-122.113,559500,2150,9250,2150,0,2240,9266
47.5427,-121.863,522500,2370,7875,2370,0,2660,7752
47.6662,-122.056,1.13E+06,4310,28008,4310,0,3170,28559
47.4944,-122.162,498500,2990,7420,2990,0,2290,7678
47.6885,-122.386,571000,1350,4000,1350,0,1520,4000
47.5007,-122.088,543000,2370,217800,1600,770,2370,157687
47.3315,-122.265,271920,1410,10248,1410,0,2090,9414
47.497,-122.346,104950,1170,8254,1170,0,1820,8922
47.5998,-122.014,485500,1800,4500,1800,0,1800,4500
47.6756,-122.275,1.21E+06,3650,6982,2530,1120,3140,7894
47.3473,-122.037,260250,1490,8357,1490,0,1490,7376
47.5868,-121.974,875909,3610,13292,3610,0,3000,10776
47.4492,-122.084,455000,2050,94525,1250,800,2270,47480
47.5321,-122.354,309000,1092,7500,1092,0,930,4000
47.3086,-122.396,229000,2010,7688,1170,840,1990,7688
47.3255,-122.305,250000,1680,7900,1680,0,1250,15600
47.7219,-122.258,600000,2510,38141,2510,0,3180,11760
47.7237,-122.076,535000,2280,65836,2280,0,2300,97574
47.6895,-122.041,571000,2510,5186,2510,0,2530,5186
47.5641,-122.16,1.03E+06,3190,16920,1690,1500,3100,13100
47.7718,-122.283,600000,4690,14930,3680,1010,2910,13320
47.7408,-122.101,469500,1850,12000,1300,550,1580,12616
47.5182,-122.149,1.15E+06,4160,13170,3040,1120,3780,13148
47.6564,-122.325,785000,2220,4000,1970,250,1984,4000
47.6944,-122.102,872750,2870,13695,2870,0,2840,8472
47.6969,-122.384,900000,3950,10214,2050,1900,3130,8608
47.526,-121.828,350000,1740,6620,1740,0,1560,5400
47.6242,-122.239,2.58E+06,4780,20440,3660,1120,4660,20440
47.6418,-122.157,940000,3160,39960,3160,0,3900,36444
47.3325,-122.35,185000,1990,27810,1990,0,2240,20000
47.6316,-121.988,850000,3920,37122,3920,0,2550,32647
47.238,-122.039,201000,960,15273,960,0,1930,51400
47.7189,-122.353,499000,1540,6549,1540,0,1470,6552
47.515,-122.164,315000,1970,5190,1970,0,1840,5564
47.5666,-121.999,509950,1880,4668,1880,0,2060,4668
47.5066,-122.259,286300,2000,6405,1260,740,2130,6510
47.705,-122.201,590000,1990,8325,1310,680,2450,10606
47.5166,-122.361,325000,1400,9384,1400,0,1600,8432
47.3425,-122.03,625000,3190,27806,3190,0,2810,28619
47.7144,-122.319,378000,1000,6914,1000,0,1000,6947
47.2975,-122.38,239950,1670,6900,1170,500,1740,7000
47.6699,-122.317,550000,2100,4500,1060,1040,1920,3900
47.5532,-122.28,325000,1010,6180,1010,0,1560,6180
47.6547,-122.34,831000,2030,3905,1630,400,2000,3905
47.7743,-122.26,249000,1090,10296,1090,0,1910,10296
47.7406,-122.11,484000,2440,16730,1390,1050,1390,11600
47.3325,-122.168,395000,2500,6278,2500,0,2700,7200
47.6388,-122.064,839900,3420,7462,3420,0,3080,8031
47.6759,-122.161,760000,2850,11000,2850,0,1720,11000
47.5855,-122.383,750000,2030,3300,1530,500,2610,5400
47.6389,-122.288,3.00E+06,4590,11265,3450,1140,3870,8996
47.5308,-121.847,440000,2230,5800,2230,0,2230,6088
47.5695,-122.087,501000,1810,7523,1170,640,2090,7523
47.6146,-122.306,739000,4000,7500,4000,0,1380,6298
47.5919,-122.175,685650,1490,16200,1490,0,2070,16200
47.6118,-122.024,1.01E+06,4225,284011,4225,0,2870,14576
47.6601,-122.275,980000,2120,4000,1920,200,2300,4000
47.5069,-122.189,275000,1030,7184,1030,0,1330,7262
47.4569,-122.165,319950,2310,8045,1650,660,1790,8086
47.7466,-122.249,448500,1830,7943,1830,0,2100,8070
47.4558,-122.507,437000,2120,137565,2120,0,2120,157123
47.5212,-122.339,330000,2500,9448,1250,1250,1640,9490
47.4096,-122.17,365000,2470,7700,2470,0,2400,7700
47.7067,-122.354,329000,940,7700,940,0,1290,7375
47.6169,-122.104,681500,3260,11700,1630,1630,2860,11700
47.6889,-122.128,566000,1660,10140,1370,290,2100,10125
47.6573,-122.034,897500,4370,217882,4370,0,2430,35096
47.6972,-122.116,738000,2620,9112,2620,0,2620,9067
47.3141,-122.192,185000,1500,7800,1500,0,1490,7800
47.5145,-122.39,445000,910,7200,830,80,1700,7200
47.5388,-122.275,175000,1430,4920,1430,0,1550,5646
47.5148,-122.386,315000,900,8556,760,140,1500,8556
47.62,-122.12,445000,1250,7400,1250,0,990,7600
47.6425,-122.218,1.40E+06,3850,14990,2290,1560,3010,15001
47.7302,-122.106,832500,3450,35100,3450,0,3110,35894
47.5414,-121.869,771150,3950,12320,3950,0,3920,11086
47.4364,-122.282,225000,1950,12559,1950,0,1950,9178
47.5333,-121.87,389950,1700,6396,1700,0,1700,4444
47.5288,-121.846,435000,2370,6082,2370,0,2690,6152
47.6447,-122.327,845000,1600,2538,1600,0,1660,1750
47.6437,-122.321,1.30E+06,4060,5500,2660,1400,3320,5500
47.5976,-122.298,350000,1322,1796,1087,235,1690,2025
47.2598,-122.311,250000,1140,10400,1140,0,1280,9800
47.5872,-122.308,370000,1280,2096,1080,200,1340,7452
47.7066,-122.112,750000,3080,4553,3080,0,2750,4929
47.6789,-122.365,439950,1210,3000,910,300,1260,3000
47.7492,-122.336,395000,1950,10219,1950,0,1500,9099
47.7061,-122.347,375000,1450,6820,1450,0,1450,6820
47.2857,-122.3,263000,1590,7748,1590,0,1590,7606
47.37,-122.297,185000,1240,9198,1240,0,1170,8970
47.591,-122.01,500000,1440,54315,790,650,2690,40518
47.554,-122.095,920000,3470,10045,3470,0,4370,12359
47.595,-122.04,936000,5100,21802,3640,1460,3350,10005
47.6201,-122.209,1.50E+06,2430,12757,1340,1090,2930,12450
47.6867,-122.275,1.10E+06,2420,7200,1420,1000,2500,7200
47.3482,-122.3,247000,1510,10875,1150,360,1810,9916
47.6981,-122.325,289500,1200,5525,1200,0,1580,7200
47.5356,-121.881,432500,2240,6396,2240,0,2610,5128
47.6663,-122.357,680000,1870,4320,970,900,1810,3900
47.6496,-122.403,589000,1110,6000,1110,0,1420,6000
47.5322,-122.391,756450,3210,8400,2040,1170,2540,6458
47.7149,-122.222,536650,2090,8910,1230,860,2310,10695
47.6081,-122.289,540000,1320,1800,1320,0,2010,4500
47.7134,-122.292,385000,1340,3850,1340,0,1540,7645
47.6787,-122.285,485000,1020,6120,1020,0,2370,6695
47.4712,-122.1,240000,1220,17652,1220,0,1990,17652
47.4712,-122.1,415500,1220,17652,1220,0,1990,17652
47.6783,-122.366,550000,1390,2688,1390,0,1440,2900
47.6235,-122.309,1.26E+06,2970,5400,2970,0,2500,5040
47.3604,-122.457,430000,1440,213008,1440,0,1630,161172
47.5274,-122.384,415000,1550,4257,830,720,1920,5100
47.3107,-122.001,365000,1904,8200,1904,0,1560,12426
47.3314,-122.275,257000,1400,8500,1400,0,1580,7650
47.5541,-121.995,420000,2140,3821,2140,0,2860,3841
47.4557,-122.348,338995,1320,9450,1320,0,1320,8315
47.7235,-122.359,615000,2620,8280,1330,1290,1530,8160
47.3285,-122.168,312500,2300,5570,2300,0,1820,6371
47.7443,-122.22,513000,2000,5684,2000,0,2210,7066
47.5747,-122.408,857500,2960,5040,2210,750,2270,5500
47.5706,-122.209,1.06E+06,2700,22343,2700,0,3390,15682
47.4919,-122.365,585000,1740,9500,1150,590,2110,9450
47.3497,-122.025,350500,1770,4950,1770,0,1770,4500
47.4811,-122.325,215000,1290,9312,1290,0,1650,7300
47.7285,-122.24,440000,1450,8400,1450,0,1450,7440
47.3598,-122.157,270000,1420,7800,1130,290,1460,7800
47.5377,-122.376,385000,1330,7020,1330,0,1410,5802
47.6748,-122.352,688500,1760,4125,1760,0,1760,4000
47.6105,-122.309,700000,2010,4905,1230,780,2210,1834
47.5547,-122.178,585000,2560,14467,1280,1280,2200,10267
47.6747,-122.151,401000,1260,2625,1260,0,1260,2625
47.6287,-122.093,655000,2420,7725,1890,530,1740,7944
47.5746,-122.293,317000,1010,5400,1010,0,960,5400
47.719,-122.173,500000,1770,8155,1770,0,1460,7360
47.6975,-122.357,314963,890,6350,890,0,1490,6350
47.5671,-122.379,715000,1670,5060,1670,0,1670,5118
47.4687,-121.749,280000,1360,9600,1360,0,1200,10400
47.7374,-122.219,531000,2120,9736,2120,0,2490,8763
47.6176,-122.14,617000,1910,4488,1910,0,1530,3696
47.7079,-122.358,440000,1480,7560,1480,0,1480,7560
47.2975,-122.223,140000,1090,10114,1090,0,1380,7800
47.6315,-122.101,661000,1670,13125,1670,0,2360,12500
47.6315,-122.101,697000,1670,13125,1670,0,2360,12500
47.5497,-122.228,1.20E+06,3650,13297,2750,900,2900,11568
47.6873,-122.314,535000,1970,3515,1030,940,1650,4275
47.5643,-122.284,404500,1320,3060,1320,0,1410,3264
47.5256,-122.379,396500,1710,5110,1100,610,1310,5110
47.5339,-122.174,450000,1740,9488,1180,560,1880,8615
47.6325,-122.371,605000,2200,2400,1740,460,2200,3600
47.5153,-122.256,699000,2010,4320,2010,0,1640,5225
47.6953,-121.914,805000,3910,19023,3910,0,1860,15001
47.6554,-121.908,156000,470,15000,470,0,1730,22500
47.6955,-122.097,595000,2330,7064,1780,550,1740,8075
47.5263,-121.809,285000,1930,7200,1930,0,1350,9000
47.5374,-122.192,725000,3270,6055,3270,0,2740,7367
47.3206,-122.394,216300,1650,5000,1650,0,1720,5000
47.4804,-122.157,410000,2220,8450,1260,960,1580,8450
47.5599,-122.378,597000,2470,4600,1140,1330,1790,5175
47.7562,-122.073,325000,1300,9300,1300,0,1300,10064
47.3738,-122.214,355000,2530,9375,1530,1000,2250,8200
47.5001,-122.338,338000,2400,8215,1200,1200,1460,8217
47.3378,-122.263,210000,1500,5393,1500,0,1700,5917
47.7308,-122.18,423000,1700,9000,1700,0,1930,7818
47.2933,-122.195,249500,2120,8554,1170,950,1790,8554
47.3922,-122.165,325000,2240,5105,2240,0,1920,5288
47.3666,-122.089,257000,1540,8223,1070,470,1240,8113
47.6454,-121.978,550000,1890,100623,1890,0,2110,50529
47.6773,-122.178,490000,1260,9638,1260,0,1760,7822
47.7255,-122.164,299000,1160,3838,1160,0,1410,3780
47.466,-122.452,295000,1300,39639,1300,0,1880,98881
47.6261,-122.047,630000,3220,14463,3220,0,2550,12109
47.4579,-122.17,320000,2020,8474,1010,1010,1720,8166
47.5932,-122.172,1.11E+06,2990,8640,2100,890,2270,8800
47.6988,-122.358,398000,1420,6458,1420,0,1670,6350
47.5175,-122.346,218000,1020,7874,1020,0,1290,7320
47.4686,-121.989,590000,2400,104108,2400,0,2270,54450
47.5842,-122.111,1.60E+06,3640,8239,2540,1100,3330,10643
47.5396,-122.368,348500,1550,1824,1550,0,1460,1826
47.7082,-122.015,592500,1870,4751,1870,0,2170,5580
47.7347,-122.236,505000,2340,5957,2340,0,2340,6604
47.6351,-122.364,1.43E+06,3350,3600,2260,1090,1810,3600
47.5719,-122.385,502000,1710,5000,1140,570,1670,4000
47.7252,-122.297,257500,1180,9265,1180,0,460,18000
47.721,-122.182,405000,1600,7500,1600,0,1700,7500
47.7005,-122.314,427000,1300,5111,1300,0,1370,5111
47.7583,-122.302,290000,1040,9997,1040,0,1040,8699
47.5191,-122.339,222000,1220,7695,1220,0,1210,7412
47.3503,-122.042,315000,2240,6097,2240,0,2240,5574
47.694,-122.332,371000,1420,4500,1420,0,1540,6375
47.2798,-122.303,279900,1580,6620,1580,0,1580,8137
47.4754,-122.09,250000,2390,23522,1890,500,2430,23958
47.5689,-122.126,599000,2260,29930,1400,860,2770,29930
47.2568,-122.07,267300,1890,93218,1890,0,1690,172062
47.5592,-122.273,585000,1830,7200,1070,760,1570,6000
47.7417,-122.172,350000,1000,8268,1000,0,1220,7800
47.7594,-122.361,506000,2180,7700,1480,700,2180,7604
47.398,-122.081,400000,2320,210830,2320,0,2540,217800
47.496,-122.349,151100,840,4495,840,0,1260,7434
47.496,-122.349,251000,840,4495,840,0,1260,7434
47.5579,-122.129,555000,2350,8140,1430,920,2640,8700
47.4361,-122.469,467500,2040,273556,2040,0,1790,273556
47.3389,-122.066,479000,2370,30378,2370,0,2870,34834
47.3398,-122.286,247000,1590,9350,1060,530,1460,8210
47.4653,-121.745,299500,1380,10875,1380,0,1040,10875
47.7297,-122.326,306888,1940,8970,1270,670,1960,8470
47.3637,-121.955,675000,3320,244807,3320,0,2530,217800
47.6638,-122.292,577000,1090,5265,1090,0,2080,4000
47.3285,-122.328,219950,1650,9936,1090,560,1560,9890
47.6717,-122.184,375000,1110,5500,1110,0,1670,6600
47.6882,-122.306,650000,2110,6820,1530,580,1420,6431
47.6711,-122.386,975000,1850,5000,1850,0,1360,2500
47.5558,-122.363,229000,600,3720,600,0,1480,4800
47.6074,-122.299,575000,2760,4000,1730,1030,1680,4000
47.5907,-122.086,815000,2970,14880,1560,1410,3310,13388
47.7716,-122.101,525000,2300,43560,1350,950,2320,57000
47.5305,-122.047,471000,2030,2805,1720,310,1670,2898
47.6893,-122.388,450000,2160,4333,1260,900,1670,4426
47.5713,-122.394,590000,1650,6150,1650,0,1280,6150
47.5664,-122.124,744000,3140,7260,2200,940,2860,8186
47.3106,-122.116,460000,2690,36114,2690,0,2570,35091
47.7438,-122.328,299000,1940,9389,1290,650,1810,9390
47.205,-121.996,231000,1220,5120,1220,0,1540,7670
47.3037,-122.107,195000,1300,9600,1300,0,1150,10222
47.4473,-121.774,305000,1660,11500,1130,530,1250,11000
47.58,-122.29,895000,3390,6200,2530,860,3080,6000
47.6232,-122.21,1.11E+06,2310,13300,1890,420,2840,12744
47.557,-122.306,339000,950,7954,950,0,1180,6828
47.6295,-122.346,885000,2400,3520,1370,1030,2230,1419
47.5119,-122.386,375000,1780,5236,1050,730,1260,5320
47.6023,-122.123,367400,1280,7400,1280,0,1310,7400
47.646,-122.363,700000,1930,5398,1430,500,1910,4902
47.5819,-122.126,667000,2560,10360,1870,690,2070,7875
47.5177,-122.266,200000,920,5250,920,0,1210,5250
47.6326,-122.015,552775,1900,18414,1900,0,2900,39921
47.5092,-122.195,452000,2270,148975,1270,1000,2210,17388
47.4694,-122.069,418000,2080,16050,1360,720,1790,14550
47.6709,-122.167,601500,1460,10128,1460,0,2240,10154
47.5929,-121.989,600000,1670,39639,1670,0,2330,30492
47.333,-122.172,340000,2810,6481,2810,0,2660,6958
47.2703,-122.312,310000,2370,6752,2370,0,1870,7455
47.5066,-122.194,290000,1700,18000,1700,0,1700,8225
47.7222,-122.332,438000,1630,9255,1630,0,1800,8000
47.5841,-122.295,718000,2930,4408,1660,1270,2200,4000
47.4878,-122.324,200000,860,6600,860,0,1030,6732
47.3657,-122.152,479900,1980,12150,1980,0,2200,12150
47.4395,-122.151,400000,2080,7877,2080,0,2550,7660
47.4434,-122.283,219950,1060,10042,1060,0,1130,10925
47.7344,-121.986,300000,1590,3381,1590,0,1820,3383
47.7753,-122.359,437000,1980,8775,1290,690,1550,9240
47.7307,-122.239,350000,1720,7210,860,860,1250,7210
47.6335,-122.196,626000,1350,9293,1350,0,1890,9293
47.7455,-122.073,490000,2080,12032,2080,0,2320,9900
47.3724,-122.104,289000,2090,4700,2090,0,2740,5040
47.6594,-122.397,595000,2030,5100,2030,0,1790,4380
47.4828,-121.73,676000,2680,41804,2680,0,2680,40866
47.7466,-122.355,389000,1820,8028,1220,600,1940,11100
47.3837,-122.304,240000,1300,5000,1300,0,1630,7500
47.4206,-122.183,382500,2210,7079,2210,0,1970,7000
47.586,-122.12,511555,1400,7293,1400,0,1600,7960
47.6608,-122.359,710500,2040,4125,1540,500,1620,4400
47.463,-122.008,429000,2420,49928,1860,560,2620,37301
47.4222,-122.318,170000,1920,7500,1920,0,1490,8000
47.6224,-122.215,2.14E+06,3860,17820,2630,1230,4590,23760
47.7563,-122.147,480000,2760,7200,1430,1330,2460,8750
47.6134,-122.282,1.67E+06,3450,8395,2640,810,3180,5183
47.4906,-122.306,225000,1040,6535,1040,0,1100,6535
47.774,-122.384,615000,2220,7224,2040,180,2540,9990
47.2396,-121.993,438950,2470,385506,2470,0,1680,158994
47.3448,-122.298,242000,1300,9856,1300,0,1400,9600
47.6339,-122.026,560000,1960,9686,1460,500,1960,8254
47.6658,-122.355,857500,2040,3960,2040,0,1540,3400
47.6075,-122.017,685000,3030,7864,3030,0,2790,7034
47.7297,-122.219,486000,2260,7336,2260,0,2200,7724
47.6599,-122.146,749000,2670,10338,2670,0,2670,8866
47.3687,-122.182,260000,1520,6298,1520,0,1670,7207
47.583,-122.379,1.02E+06,3610,8502,2610,1000,2900,5016
47.6379,-122.4,565000,1130,5111,930,200,1360,4424
47.6969,-122.338,355000,1480,2502,1480,0,1850,5000
47.7108,-122.277,775000,3540,9970,3540,0,2280,7195
47.4676,-122.296,335000,2100,7305,1050,1050,1760,7308
47.6466,-122.391,1.30E+06,3366,7800,2966,400,2340,6000
47.6599,-122.363,545000,1810,3000,1810,0,1140,3000
47.5745,-122.311,540000,1680,4240,1680,0,1460,4240
47.7296,-122.284,687500,2450,9377,1540,910,2520,9725
47.2951,-122.284,115000,1150,9812,1150,0,1200,9812
47.2951,-122.284,227000,1150,9812,1150,0,1200,9812
47.5641,-122.032,870000,3240,7621,3240,0,4610,7150
47.6404,-122.171,1.19E+06,3480,12164,3480,0,3960,16855
47.3596,-122.036,375000,2800,5000,2800,0,2960,5092
47.567,-122.273,902000,3240,7200,1620,1620,2700,7200
47.4942,-122.166,269500,1480,7276,940,540,1090,6710
47.6819,-122.389,570000,1700,4750,1200,500,1550,4750
47.7061,-122.34,359950,1240,7590,1040,200,1190,5692
47.5885,-122.199,1.45E+06,3720,8301,2880,840,2080,9676
47.6324,-122.11,615000,1910,3427,1910,0,2240,3720
47.3722,-122.308,250000,2120,8701,2120,0,1720,8527
47.5346,-121.881,530000,3020,6788,3020,0,2640,5325
47.542,-121.792,474950,2250,222156,2250,0,2110,121968
47.7117,-122.286,490000,1650,6480,1650,0,1650,6350
47.5188,-122.376,210000,880,1157,880,0,1070,1203
47.3904,-122.3,265500,1860,9225,1860,0,1740,12204
47.5929,-122.29,1.46E+06,3840,4800,2750,1090,2060,4800
47.3644,-122.2,310000,2192,12128,2192,0,1914,4649
